Downloaded from wid.world on 13-04-2025 at 10:23:18
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1980;19508.9868
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1981;18101.8068
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1982;17697.7005
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1983;16664.4557
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1984;17045.9268
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1985;17854.3319
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1986;18657.979
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1987;18799.1811
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1988;18299.6932
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1989;18397.8251
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1990;17153.0522
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1991;16896.3637
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1992;16319.124
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1993;16682.9929
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1994;17230.6941
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1995;17525.5847
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1996;17470.7706
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1997;17624.4592
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1998;17198.5977
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1999;16817.6217
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2000;17115.9777
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2001;16937.3711
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2002;17040.4536
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2003;16832.941
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2004;17398.9044
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2005;17562.1091
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2006;17869.8438
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2007;18567.1905
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2008;19133.4564
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2009;18759.0537
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2010;19824.2574
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2011;20273.9092
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2012;20333.894
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2013;20616.9032
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2014;20401.5796
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2015;19381.6739
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2016;18468.5636
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2017;18441.3628
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2018;18510.0386
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2019;18485.4507
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2020;17659.1408
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2021;18350.8494
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2022;18710.2353
Brazil ;"agdpro_pall_992_i_BR
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2023;19074.5718
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1980;1787.0067
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1981;1627.3664
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1982;1608.2143
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1983;1742.3075
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1984;1835.6215
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1985;1995.4975
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1986;2052.3207
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1987;2049.2744
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1988;2133.0967
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1989;2102.3609
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1990;2126.7518
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1991;2126.9613
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1992;2073.7246
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1993;2012.674
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1994;2103.1963
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1995;2024.7764
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1996;1965.8274
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1997;2012.4967
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1998;2086.1713
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1999;2010.6021
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2000;1939.7664
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2001;2103.792
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2002;2217.3328
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2003;2431.2557
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2004;3086.3608
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2005;3194.1502
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2006;3106.2902
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2007;3623.4825
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2008;3627.9617
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2009;3903.1883
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2010;4433.0773
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2011;4376.0962
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2012;4696.921
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2013;4880.5137
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2014;5129.5346
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2015;5173.2573
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2016;4792.5344
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2017;4607.6836
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2018;4707.1199
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2019;4701.7948
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2020;4446.881
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2021;4224.8092
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2022;4200.015
Chad ;"agdpro_pall_992_i_TD
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;2023;4128.9322
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1980;2236.2966
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1981;2318.6816
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1982;2469.046
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1983;2558.0541
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1984;2760.5945
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1985;2922.292
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1986;2995.1469
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1987;3116.8845
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1988;3194.5781
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1989;3160.6527
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1990;3045.1335
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1991;3147.2591
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1992;3365.2904
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1993;3624.0174
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1994;3872.1105
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1995;4286.6476
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1996;4326.4051
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1997;4539.7265
China ;"agdpro_pall_992_i_CN
Gross domestic product
Total population | average income or wealth | adults | individual |  | ppp | constant (2023)
";pall;1998;4476.144
